meeting_key,session_key,stint_number,driver_number,lap_start,lap_end,compound,tyre_age_at_start
1219,9165,1,10,1.0,20.0,MEDIUM,0
1219,9165,1,81,1.0,20.0,MEDIUM,0
1219,9165,1,16,1.0,20.0,SOFT,3
1219,9165,1,11,1.0,39.0,HARD,0
1219,9165,1,22,,,SOFT,0
1219,9165,1,31,1.0,20.0,MEDIUM,0
1219,9165,1,77,1.0,40.0,HARD,0
1219,9165,1,63,1.0,20.0,MEDIUM,0
1219,9165,1,27,1.0,20.0,MEDIUM,0
1219,9165,1,2,1.0,19.0,MEDIUM,0
1219,9165,1,23,1.0,20.0,MEDIUM,0
1219,9165,1,4,1.0,20.0,MEDIUM,0
1219,9165,1,55,1.0,20.0,MEDIUM,0
1219,9165,1,44,1.0,20.0,MEDIUM,0
1219,9165,1,24,1.0,2.0,SOFT,0
1219,9165,1,14,1.0,20.0,MEDIUM,0
1219,9165,1,20,1.0,20.0,MEDIUM,0
1219,9165,1,40,1.0,20.0,MEDIUM,0
1219,9165,1,1,1.0,40.0,HARD,0
1219,9165,2,24,3.0,20.0,HARD,0
1219,9165,2,55,21.0,62.0,HARD,0
1219,9165,2,2,20.0,43.0,HARD,0
1219,9165,2,63,21.0,44.0,HARD,0
1219,9165,2,16,21.0,62.0,HARD,0
1219,9165,2,4,21.0,62.0,HARD,0
1219,9165,2,44,21.0,44.0,HARD,0
1219,9165,2,14,21.0,44.0,HARD,0
1219,9165,2,31,21.0,42.0,HARD,0
1219,9165,2,20,21.0,43.0,HARD,0
1219,9165,2,81,21.0,62.0,HARD,0
1219,9165,2,40,21.0,62.0,HARD,0
1219,9165,2,27,21.0,62.0,HARD,0
1219,9165,2,10,21.0,62.0,HARD,0
1219,9165,2,23,21.0,43.0,HARD,0
1219,9165,3,24,21.0,62.0,MEDIUM,0
1219,9165,2,11,40.0,62.0,MEDIUM,0
1219,9165,2,1,41.0,62.0,MEDIUM,0
1219,9165,2,77,41.0,51.0,MEDIUM,0
1219,9165,3,23,44.0,62.0,MEDIUM,0
1219,9165,3,20,44.0,62.0,SOFT,3
1219,9165,3,2,44.0,62.0,MEDIUM,0
1219,9165,3,63,45.0,61.0,MEDIUM,0
1219,9165,3,44,45.0,62.0,MEDIUM,0
1219,9165,3,14,45.0,62.0,SOFT,2
