date,session_key,humidity,pressure,rainfall,track_temperature,wind_speed,meeting_key,wind_direction,air_temperature
2023-05-07T18:31:25.241000+00:00,9078,60.0,1019.0,0,36.5,4.0,1208,134,27.2
2023-05-07T18:32:25.240000+00:00,9078,60.0,1019.0,0,47.5,3.9,1208,146,27.3
2023-05-07T18:33:25.239000+00:00,9078,58.0,1019.0,0,49.7,4.0,1208,103,27.4
2023-05-07T18:34:25.239000+00:00,9078,58.0,1019.0,0,49.3,3.7,1208,123,27.4
2023-05-07T18:35:25.238000+00:00,9078,57.0,1019.0,0,50.7,4.4,1208,142,27.4
2023-05-07T18:36:25.237000+00:00,9078,57.0,1019.0,0,51.0,4.4,1208,131,27.6
2023-05-07T18:37:25.237000+00:00,9078,58.0,1018.9,0,51.0,4.9,1208,99,27.7
2023-05-07T18:38:25.236000+00:00,9078,58.0,1018.9,0,46.9,3.2,1208,108,27.7
2023-05-07T18:39:25.282000+00:00,9078,57.0,1019.0,0,46.9,3.0,1208,83,27.8
2023-05-07T18:40:25.234000+00:00,9078,57.0,1018.7,0,47.4,3.5,1208,119,27.8
2023-05-07T18:41:25.218000+00:00,9078,58.0,1018.7,0,52.5,3.0,1208,101,27.7
2023-05-07T18:42:25.233000+00:00,9078,58.0,1018.7,0,52.5,2.4,1208,136,27.8
2023-05-07T18:43:25.232000+00:00,9078,57.0,1018.7,0,51.4,3.7,1208,132,27.8
2023-05-07T18:44:25.247000+00:00,9078,58.0,1018.7,0,43.2,3.0,1208,131,27.8
2023-05-07T18:45:25.231000+00:00,9078,57.0,1018.7,0,41.0,4.0,1208,133,27.7
2023-05-07T18:46:25.246000+00:00,9078,58.0,1018.7,0,37.4,4.9,1208,113,27.6
2023-05-07T18:47:25.230000+00:00,9078,58.0,1018.7,0,36.4,4.5,1208,146,27.4
2023-05-07T18:48:25.229000+00:00,9078,58.0,1018.9,0,34.9,3.2,1208,137,27.3
2023-05-07T18:49:25.228000+00:00,9078,57.0,1018.7,0,34.8,4.6,1208,146,27.2
2023-05-07T18:50:25.228000+00:00,9078,58.0,1018.7,0,35.5,4.5,1208,131,27.1
2023-05-07T18:51:25.227000+00:00,9078,59.0,1018.7,0,36.3,3.4,1208,129,27.0
2023-05-07T18:52:25.242000+00:00,9078,59.0,1018.7,0,36.3,4.5,1208,143,27.1
2023-05-07T18:53:25.241000+00:00,9078,59.0,1018.7,0,36.4,5.5,1208,147,27.2
2023-05-07T18:54:25.241000+00:00,9078,59.0,1018.7,0,35.7,5.4,1208,141,27.0
2023-05-07T18:55:25.240000+00:00,9078,61.0,1018.7,0,36.1,4.5,1208,137,26.8
2023-05-07T18:56:25.239000+00:00,9078,60.0,1018.7,0,35.9,3.5,1208,142,26.9
2023-05-07T18:57:25.239000+00:00,9078,61.0,1018.7,0,35.9,4.1,1208,108,26.9
2023-05-07T18:58:25.253000+00:00,9078,61.0,1018.7,0,36.1,3.4,1208,136,26.9
2023-05-07T18:59:25.300000+00:00,9078,60.0,1018.7,0,35.5,3.5,1208,125,26.9
2023-05-07T19:00:25.252000+00:00,9078,60.0,1018.7,0,36.2,3.7,1208,111,27.0
2023-05-07T19:01:25.267000+00:00,9078,60.0,1018.7,0,35.1,3.0,1208,128,27.0
2023-05-07T19:02:25.282000+00:00,9078,60.0,1018.7,0,35.6,3.5,1208,136,27.0
2023-05-07T19:03:25.297000+00:00,9078,60.0,1018.7,0,35.6,3.9,1208,129,27.0
2023-05-07T19:04:25.312000+00:00,9078,60.0,1018.7,0,35.9,4.5,1208,116,26.9
2023-05-07T19:05:25.327000+00:00,9078,60.0,1018.7,0,35.2,4.6,1208,132,26.9
2023-05-07T19:06:25.326000+00:00,9078,60.0,1018.7,0,35.2,3.9,1208,127,26.8
2023-05-07T19:07:25.325000+00:00,9078,60.0,1018.7,0,36.0,3.7,1208,112,26.7
2023-05-07T19:08:25.340000+00:00,9078,61.0,1018.7,0,36.5,3.2,1208,130,26.7
2023-05-07T19:09:25.340000+00:00,9078,61.0,1018.7,0,35.1,3.2,1208,139,26.7
2023-05-07T19:10:25.323000+00:00,9078,60.0,1018.7,0,35.1,4.1,1208,111,26.7
2023-05-07T19:11:25.338000+00:00,9078,60.0,1018.7,0,35.2,3.4,1208,140,26.7
2023-05-07T19:12:25.322000+00:00,9078,60.0,1018.7,0,36.3,3.5,1208,126,26.6
2023-05-07T19:13:25.353000+00:00,9078,60.0,1018.7,0,36.3,2.2,1208,142,26.7
2023-05-07T19:14:25.368000+00:00,9078,60.0,1018.5,0,37.7,3.0,1208,94,26.8
2023-05-07T19:15:25.398000+00:00,9078,61.0,1018.7,0,39.8,2.5,1208,124,26.9
2023-05-07T19:16:25.366000+00:00,9078,60.0,1018.7,0,41.1,4.0,1208,144,26.9
2023-05-07T19:17:25.365000+00:00,9078,61.0,1018.7,0,39.6,4.3,1208,134,27.0
2023-05-07T19:18:25.365000+00:00,9078,61.0,1018.5,0,39.9,4.8,1208,123,27.0
2023-05-07T19:19:25.364000+00:00,9078,60.0,1018.5,0,41.4,4.8,1208,141,27.1
2023-05-07T19:20:25.363000+00:00,9078,60.0,1018.5,0,42.5,7.6,1208,142,27.2
2023-05-07T19:21:25.363000+00:00,9078,62.0,1018.7,0,44.1,3.7,1208,136,27.1
2023-05-07T19:22:25.362000+00:00,9078,61.0,1018.7,0,44.1,5.5,1208,132,27.1
2023-05-07T19:23:25.361000+00:00,9078,61.0,1018.7,0,40.8,4.0,1208,154,27.1
2023-05-07T19:24:25.361000+00:00,9078,61.0,1018.7,0,38.2,4.0,1208,123,27.1
2023-05-07T19:25:25.360000+00:00,9078,61.0,1018.5,0,36.2,4.0,1208,141,27.1
2023-05-07T19:26:25.359000+00:00,9078,61.0,1018.7,0,35.2,4.0,1208,106,27.0
2023-05-07T19:27:25.359000+00:00,9078,61.0,1018.7,0,35.2,3.2,1208,136,26.9
2023-05-07T19:28:25.358000+00:00,9078,60.0,1018.5,0,34.9,4.8,1208,142,26.9
2023-05-07T19:29:25.357000+00:00,9078,60.0,1018.7,0,34.3,5.8,1208,131,26.8
2023-05-07T19:30:25.357000+00:00,9078,62.0,1018.5,0,34.2,3.5,1208,123,26.7
2023-05-07T19:31:25.372000+00:00,9078,61.0,1018.5,0,34.2,4.4,1208,140,26.8
2023-05-07T19:32:25.387000+00:00,9078,60.0,1018.7,0,34.3,4.9,1208,138,26.7
2023-05-07T19:33:25.355000+00:00,9078,61.0,1018.5,0,33.8,6.9,1208,146,26.6
2023-05-07T19:34:25.370000+00:00,9078,61.0,1018.5,0,33.8,4.0,1208,147,26.6
2023-05-07T19:35:25.369000+00:00,9078,62.0,1018.5,0,33.7,3.5,1208,139,26.6
2023-05-07T19:36:25.368000+00:00,9078,61.0,1018.5,0,33.7,3.7,1208,124,26.6
2023-05-07T19:37:25.368000+00:00,9078,60.0,1018.5,0,33.9,4.1,1208,128,26.7
2023-05-07T19:38:25.367000+00:00,9078,60.0,1018.4,0,33.9,5.0,1208,136,26.7
2023-05-07T19:39:25.366000+00:00,9078,59.0,1018.5,0,33.9,4.8,1208,158,26.9
2023-05-07T19:40:25.350000+00:00,9078,60.0,1018.5,0,34.5,4.5,1208,130,26.9
2023-05-07T19:41:25.365000+00:00,9078,60.0,1018.5,0,35.2,5.5,1208,128,26.9
2023-05-07T19:42:25.364000+00:00,9078,59.0,1018.5,0,35.2,3.7,1208,122,27.0
2023-05-07T19:43:25.363000+00:00,9078,60.0,1018.5,0,35.5,3.2,1208,147,27.2
2023-05-07T19:44:25.363000+00:00,9078,59.0,1018.5,0,35.6,2.2,1208,128,27.3
2023-05-07T19:45:25.378000+00:00,9078,59.0,1018.5,0,35.8,4.0,1208,134,27.3
2023-05-07T19:46:25.361000+00:00,9078,57.0,1018.5,0,37.4,3.7,1208,129,27.5
2023-05-07T19:47:25.361000+00:00,9078,57.0,1018.4,0,37.6,3.0,1208,132,27.5
2023-05-07T19:48:25.360000+00:00,9078,55.0,1018.2,0,37.9,3.0,1208,107,27.7
2023-05-07T19:49:25.359000+00:00,9078,57.0,1018.4,0,37.9,4.4,1208,155,27.6
2023-05-07T19:50:25.359000+00:00,9078,58.0,1018.4,0,36.5,3.7,1208,137,27.6
2023-05-07T19:51:25.358000+00:00,9078,59.0,1018.4,0,35.5,3.7,1208,134,27.6
2023-05-07T19:52:25.357000+00:00,9078,59.0,1018.4,0,35.5,4.5,1208,137,27.5
2023-05-07T19:53:25.372000+00:00,9078,60.0,1018.4,0,35.0,4.6,1208,130,27.3
2023-05-07T19:54:25.356000+00:00,9078,60.0,1018.4,0,34.5,2.9,1208,139,27.1
2023-05-07T19:55:25.371000+00:00,9078,60.0,1018.5,0,34.5,3.5,1208,132,27.2
2023-05-07T19:56:25.370000+00:00,9078,60.0,1018.2,0,34.4,4.6,1208,138,27.3
2023-05-07T19:57:25.370000+00:00,9078,60.0,1018.4,0,34.4,5.1,1208,139,27.2
2023-05-07T19:58:25.384000+00:00,9078,61.0,1018.2,0,33.7,5.4,1208,144,27.1
2023-05-07T19:59:25.368000+00:00,9078,61.0,1018.4,0,33.7,3.7,1208,127,27.1
2023-05-07T20:00:25.368000+00:00,9078,61.0,1018.2,0,34.3,4.4,1208,120,27.2
2023-05-07T20:01:25.367000+00:00,9078,60.0,1018.4,0,34.8,3.0,1208,137,27.2
2023-05-07T20:02:25.366000+00:00,9078,60.0,1018.2,0,35.0,4.8,1208,147,27.2
2023-05-07T20:03:25.365000+00:00,9078,61.0,1018.4,0,34.8,3.9,1208,151,27.1
2023-05-07T20:04:25.365000+00:00,9078,61.0,1018.2,0,34.4,3.4,1208,139,27.1
2023-05-07T20:05:25.364000+00:00,9078,60.0,1018.2,0,34.3,3.0,1208,113,27.1
2023-05-07T20:06:25.363000+00:00,9078,60.0,1018.2,0,34.5,4.4,1208,125,27.0
2023-05-07T20:07:25.363000+00:00,9078,61.0,1018.2,0,35.0,5.5,1208,113,27.1
2023-05-07T20:08:25.378000+00:00,9078,60.0,1018.4,0,36.0,4.1,1208,136,27.2
2023-05-07T20:09:25.361000+00:00,9078,60.0,1018.2,0,36.5,4.3,1208,117,27.2
2023-05-07T20:10:25.361000+00:00,9078,60.0,1018.2,0,36.6,5.4,1208,142,27.2
2023-05-07T20:11:25.360000+00:00,9078,60.0,1018.2,0,37.0,3.0,1208,280,27.3
2023-05-07T20:12:25.359000+00:00,9078,61.0,1018.2,0,37.1,2.4,1208,141,27.4
2023-05-07T20:13:25.390000+00:00,9078,61.0,1018.0,0,37.2,3.0,1208,145,27.5
2023-05-07T20:14:25.374000+00:00,9078,61.0,1018.2,0,38.0,3.0,1208,114,27.5
2023-05-07T20:15:25.358000+00:00,9078,60.0,1018.2,0,38.0,3.7,1208,129,27.6
2023-05-07T20:16:25.357000+00:00,9078,59.0,1018.2,0,38.5,3.5,1208,109,27.7
2023-05-07T20:17:25.356000+00:00,9078,58.0,1018.2,0,38.5,4.3,1208,142,27.6
